,id_prenda,article_id,product_code,prod_name,product_group_name,detail_desc,texto_prenda,fit,estructura,volumen,sleeve,neckline,material,neckline_effects
77584,2606,790270001,790270,Thora space dye top,upper body,long fitted jumper in a soft heavily draped rib knit viscose blend with long sleeves and ribbing around the neckline,beigesweater knitwear long fitted jumper in a soft heavily draped rib knit viscose blend with long sleeves and ribbing around the neckline,ajustado,fluida,bajo,larga,unknown,sintetico,unknown
77599,2607,790350001,790350,Kitty Body,upper body,fitted body in lace with an opening and button at the back of the neck and short sleeves with scalloped edges seam at the hips with a lower section in jersey and press studs at the crotch partly lined,blackbodysuit jersey fancy fitted body in lace with an opening and button at the back of the neck and short sleeves with scalloped edges seam at the hips with a lower section in jersey and press studs at the crotch partly lined,ajustado,fluida,bajo,corta,unknown,knit,unknown
77660,2608,790645001,790645,Freud,upper body,fitted top in a fine knit viscose blend with a round neckline and long sleeves,blacksweater knitwear fitted top in a fine knit viscose blend with a round neckline and long sleeves,ajustado,fluida,bajo,larga,redondo,sintetico,cerrado
77661,2609,790645005,790645,Freud,upper body,fitted top in a fine knit viscose blend with a round neckline and long sleeves,beigesweater knitwear fitted top in a fine knit viscose blend with a round neckline and long sleeves,ajustado,fluida,bajo,larga,redondo,sintetico,cerrado
77665,2610,790651001,790651,Milano,upper body,fitted turtle neck top in ribbed jersey with long raglan sleeves,blacksweater knitwear fitted turtle neck top in ribbed jersey with long raglan sleeves,ajustado,media,bajo,voluminosa,alto,knit,cerrado
77666,2611,790651002,790651,Milano,upper body,fitted turtle neck top in ribbed jersey with long raglan sleeves,greysweater knitwear fitted turtle neck top in ribbed jersey with long raglan sleeves,ajustado,media,bajo,voluminosa,alto,knit,cerrado
77667,2612,790651003,790651,Milano,upper body,fitted turtle neck top in ribbed jersey with long raglan sleeves,redsweater knitwear fitted turtle neck top in ribbed jersey with long raglan sleeves,ajustado,media,bajo,voluminosa,alto,knit,cerrado
77685,2613,790786001,790786,Topaz,upper body,blouse in a softly draped jacquard weave with a collar covered buttons down the front and a double layered gathered yoke front and back long puff sleeves wide cuffs with covered buttons and a gently rounded hem with short slits in the sides,beigeblouse blouses blouse in a softly draped jacquard weave with a collar covered buttons down the front and a double layered gathered yoke front and back long puff sleeves wide cuffs with covered buttons and a gently rounded hem with short slits in the sides,amplio,fluida,alto,voluminosa,alto,unknown,cerrado
77686,2614,790786002,790786,Topaz,upper body,blouse in a softly draped jacquard weave with a collar covered buttons down the front and a double layered gathered yoke front and back long puff sleeves wide cuffs with covered buttons and a gently rounded hem with short slits in the sides,redblouse blouses blouse in a softly draped jacquard weave with a collar covered buttons down the front and a double layered gathered yoke front and back long puff sleeves wide cuffs with covered buttons and a gently rounded hem with short slits in the sides,amplio,fluida,alto,voluminosa,alto,unknown,cerrado
77687,2615,790791001,790791,Paulina blouse,upper body,satin blouse with a small stand up collar v neck and pleat at the front long sleeves with two covered buttons at the cuffs and a rounded hem slightly longer at the back,brownblouse blouses satin blouse with a small stand up collar v neck and pleat at the front long sleeves with two covered buttons at the cuffs and a rounded hem slightly longer at the back,amplio,fluida,alto,larga,v,delicado,alarga
77688,2616,790791002,790791,Paulina blouse,upper body,satin blouse with a small stand up collar v neck and pleat at the front long sleeves with two covered buttons at the cuffs and a rounded hem slightly longer at the back,turquoiseblouse blouses satin blouse with a small stand up collar v neck and pleat at the front long sleeves with two covered buttons at the cuffs and a rounded hem slightly longer at the back,amplio,fluida,alto,larga,v,delicado,alarga
77689,2617,790791003,790791,Paulina blouse,upper body,satin blouse with a small stand up collar v neck and pleat at the front long sleeves with two covered buttons at the cuffs and a rounded hem slightly longer at the back,whiteblouse blouses satin blouse with a small stand up collar v neck and pleat at the front long sleeves with two covered buttons at the cuffs and a rounded hem slightly longer at the back,amplio,fluida,alto,larga,v,delicado,alarga
77690,2618,790791004,790791,Paulina blouse,upper body,satin blouse with a small stand up collar v neck and pleat at the front long sleeves with two covered buttons at the cuffs and a rounded hem slightly longer at the back,khaki greenblouse blouses satin blouse with a small stand up collar v neck and pleat at the front long sleeves with two covered buttons at the cuffs and a rounded hem slightly longer at the back,amplio,fluida,alto,larga,v,delicado,alarga
77691,2619,790791005,790791,Paulina blouse,upper body,satin blouse with a small stand up collar v neck and pleat at the front long sleeves with two covered buttons at the cuffs and a rounded hem slightly longer at the back,beigeblouse blouses satin blouse with a small stand up collar v neck and pleat at the front long sleeves with two covered buttons at the cuffs and a rounded hem slightly longer at the back,amplio,fluida,alto,larga,v,delicado,alarga
77692,2620,790791007,790791,Paulina blouse,upper body,satin blouse with a small stand up collar v neck and pleat at the front long sleeves with two covered buttons at the cuffs and a rounded hem slightly longer at the back,pinkblouse blouses satin blouse with a small stand up collar v neck and pleat at the front long sleeves with two covered buttons at the cuffs and a rounded hem slightly longer at the back,amplio,fluida,alto,larga,v,delicado,alarga
77693,2621,790791008,790791,Paulina blouse,upper body,satin blouse with a small stand up collar v neck and pleat at the front long sleeves with two covered buttons at the cuffs and a rounded hem slightly longer at the back,greenblouse blouses satin blouse with a small stand up collar v neck and pleat at the front long sleeves with two covered buttons at the cuffs and a rounded hem slightly longer at the back,amplio,fluida,alto,larga,v,delicado,alarga
77721,2622,790918001,790918,Billie 2-pack,upper body,fitted tops in soft organic cotton jersey with a wide neckline and short sleeves,blackt shirt jersey basic fitted tops in soft organic cotton jersey with a wide neckline and short sleeves,amplio,fluida,alto,corta,redondo,cotton,cerrado
77946,2623,791664001,791664,Waverly hoodie(1),upper body,oversized top in soft sweatshirt fabric with a double layered wrapover drawstring hood and kangaroo pocket dropped shoulders long sleeves ribbing at the cuffs and hem and slits in the sides soft brushed inside,whitesweater jersey basic oversized top in soft sweatshirt fabric with a double layered wrapover drawstring hood and kangaroo pocket dropped shoulders long sleeves ribbing at the cuffs and hem and slits in the sides soft brushed inside,amplio,fluida,alto,larga,unknown,knit,unknown
77969,2624,791803001,791803,Justin top,upper body,shorter blouse in a patterned linen and cotton weave with a round neckline and low cut back with a tie detail at the hem short puff sleeves with covered elastication lined,whitet shirt blouses shorter blouse in a patterned linen and cotton weave with a round neckline and low cut back with a tie detail at the hem short puff sleeves with covered elastication lined,amplio,fluida,alto,voluminosa,redondo,linen,cerrado
78035,2625,792094001,792094,Iris romantic blouse,upper body,v neck blouse in a cotton weave with broderie anglaise around the neckline long sleeves with elastication at the cuffs and gently gathered tiers to the hem,whiteblouse blouses v neck blouse in a cotton weave with broderie anglaise around the neckline long sleeves with elastication at the cuffs and gently gathered tiers to the hem,amplio,media,alto,larga,v,cotton,alarga
78102,2626,792428001,792428,Bailey,upper body,wide cardigan in a rib knit cotton blend with dropped shoulders long wide sleeves and ribbing at the cuffs and hem,whitecardigan knitwear wide cardigan in a rib knit cotton blend with dropped shoulders long wide sleeves and ribbing at the cuffs and hem,amplio,media,alto,voluminosa,unknown,cotton,unknown
78139,2627,792604001,792604,Luciana linen top,upper body,wide top in linen jersey with a turtle neck and short cap sleeves,blacktop jersey fancy wide top in linen jersey with a turtle neck and short cap sleeves,amplio,fluida,alto,unknown,alto,linen,cerrado
78140,2628,792604002,792604,Luciana linen top,upper body,wide top in linen jersey with a turtle neck and short cap sleeves,beigetop jersey fancy wide top in linen jersey with a turtle neck and short cap sleeves,amplio,fluida,alto,unknown,alto,linen,cerrado
78202,2629,793027002,793027,Fralla top,upper body,short wide top in a textured cotton weave with a small frill at the top and narrow tie top shoulder straps,beigevest top blouses short wide top in a textured cotton weave with a small frill at the top and narrow tie top shoulder straps,amplio,media,alto,tirantes,unknown,cotton,unknown
78231,2630,793111001,793111,Eric Shirt,upper body,long shirt in a cotton weave with a collar buttons down the front short sleeves and a rounded hem with slits in the sides longer at the back,whiteshirt blouses long shirt in a cotton weave with a collar buttons down the front short sleeves and a rounded hem with slits in the sides longer at the back,unknown,media,medio,corta,alto,cotton,cerrado
78285,2631,793371001,793371,Chiara,upper body,fitted short sleeved body in soft cotton jersey with a v neck wrapover front and press studs at the crotch,blackbodysuit jersey basic fitted short sleeved body in soft cotton jersey with a v neck wrapover front and press studs at the crotch,ajustado,fluida,bajo,unknown,v,cotton,alarga
78303,2632,793411003,793411,Toby top,upper body,straight cut top in jersey crepe with inset lace trims round neckline with an opening and concealed button at the back of the neck and short sleeves,whitetop jersey fancy straight cut top in jersey crepe with inset lace trims round neckline with an opening and concealed button at the back of the neck and short sleeves,regular,fluida,medio,corta,redondo,knit,cerrado
78382,2633,793848004,793848,Bueno top,upper body,fitted top in lightweight jersey with a turtle neck and extra long sleeves,beigetop jersey fancy fitted top in lightweight jersey with a turtle neck and extra long sleeves,ajustado,fluida,bajo,larga,alto,knit,cerrado
78383,2634,793848005,793848,Bueno top,upper body,fitted top in lightweight jersey with a turtle neck and extra long sleeves,beigetop jersey fancy fitted top in lightweight jersey with a turtle neck and extra long sleeves,ajustado,fluida,bajo,larga,alto,knit,cerrado
78386,2635,793851005,793851,Muffin Sweater,upper body,short top in cotton sweatshirt fabric with a round neckline and 3 4 length puff sleeves ribbing around the neckline cuffs and hem,greysweater jersey fancy short top in cotton sweatshirt fabric with a round neckline and 3 4 length puff sleeves ribbing around the neckline cuffs and hem,amplio,media,alto,voluminosa,redondo,cotton,cerrado
